Order ID,Order Date,Ship Date,Delivery Duration,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Discount Value,Profit,COGS,Returned
CA-2015-169397,2015-12-24,2015-12-27,3,First Class,JB-15925,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,72.704,4,0.2,-14.5408,19.0848,-39.0784,0
CA-2015-169397,2015-12-24,2015-12-27,3,First Class,JB-15925,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,Technology,Machines,479.988,4,0.7,-335.9916,-383.9904,-527.9868,0
CA-2015-169397,2015-12-24,2015-12-27,3,First Class,JB-15925,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,-5.4336,2.7168,-19.0176,0
CA-2016-162138,2016-04-23,2016-04-27,4,Standard Class,GK-14620,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,251.52,6,0.2,-50.304,81.744,-119.472,0
CA-2016-162138,2016-04-23,2016-04-27,4,Standard Class,GK-14620,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,99.99,1,0.0,0.0,34.9965,-64.9935,0
CA-2016-134775,2016-10-28,2016-10-29,1,First Class,AS-10285,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004734,Office Supplies,Paper,50.96,7,0.0,0.0,25.48,-25.48,0
CA-2016-134775,2016-10-28,2016-10-29,1,First Class,AS-10285,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002225,Office Supplies,Binders,49.536,3,0.2,-9.9072,17.3376,-22.2912,0
CA-2016-148796,2016-04-14,2016-04-18,4,Standard Class,PB-19150,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,383.8,5,0.2,-76.76,38.38,-268.66,0
US-2014-150574,2014-12-19,2014-12-25,6,Standard Class,MK-18160,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Office Supplies,Binders,4.812,2,0.7,-3.3684,-3.6892,-5.1328,0
US-2014-150574,2014-12-19,2014-12-25,6,Standard Class,MK-18160,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-10002600,Technology,Accessories,247.8,5,0.2,-49.56,-18.585,-216.825,0
CA-2016-147375,2016-06-12,2016-06-14,2,Second Class,PO-19180,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,1007.979,3,0.3,-302.3937,43.1991,-662.3862,0
CA-2016-147375,2016-06-12,2016-06-14,2,Second Class,PO-19180,Home Office,United States,Chicago,Illinois,60623,Central,OFF-PA-10001970,Office Supplies,Paper,313.488,7,0.2,-62.6976,113.6394,-137.151,0
CA-2017-154214,2017-03-20,2017-03-25,5,Second Class,TB-21595,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10000206,Furniture,Furnishings,2.91,1,0.0,0.0,1.3677,-1.5423,0
CA-2016-109869,2016-04-22,2016-04-29,7,Standard Class,TN-21040,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,23.56,5,0.2,-4.712,7.068,-11.78,0
CA-2016-109869,2016-04-22,2016-04-29,7,Standard Class,TN-21040,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,1272.63,6,0.5,-636.315,-814.4832,-1450.7982,0
CA-2016-109869,2016-04-22,2016-04-29,7,Standard Class,TN-21040,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,28.485,5,0.7,-19.9395,-20.889,-29.4345,0
CA-2016-109869,2016-04-22,2016-04-29,7,Standard Class,TN-21040,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Office Supplies,Supplies,185.376,2,0.2,-37.0752,-34.758,-183.0588,0
CA-2016-109869,2016-04-22,2016-04-29,7,Standard Class,TN-21040,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Office Supplies,Appliances,78.272,2,0.2,-15.6544,5.8704,-56.7472,0
CA-2017-140963,2017-06-10,2017-06-13,3,First Class,MT-18070,Home Office,United States,Los Angeles,California,90045,West,OFF-LA-10003923,Office Supplies,Labels,29.6,2,0.0,0.0,14.8,-14.8,0
CA-2017-140963,2017-06-10,2017-06-13,3,First Class,MT-18070,Home Office,United States,Los Angeles,California,90045,West,FUR-BO-10001337,Furniture,Bookcases,514.165,5,0.15,-77.12475,-30.245,-467.28525,0
CA-2017-140963,2017-06-10,2017-06-13,3,First Class,MT-18070,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,279.96,5,0.2,-55.992,17.4975,-206.4705,0
US-2016-105578,2016-05-30,2016-06-04,5,Standard Class,MY-17380,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10001670,Office Supplies,Binders,22.62,2,0.7,-15.834,-15.08,-21.866,0
US-2016-105578,2016-05-30,2016-06-04,5,Standard Class,MY-17380,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10001658,Office Supplies,Binders,14.952,2,0.7,-10.4664,-11.9616,-16.4472,0
US-2016-105578,2016-05-30,2016-06-04,5,Standard Class,MY-17380,Corporate,United States,Parker,Colorado,80134,West,FUR-CH-10001215,Furniture,Chairs,801.568,2,0.2,-160.3136,50.098,-591.1564,0
US-2016-105578,2016-05-30,2016-06-04,5,Standard Class,MY-17380,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10000831,Office Supplies,Binders,2.376,3,0.7,-1.6632,-1.9008,-2.6136,0
US-2016-105578,2016-05-30,2016-06-04,5,Standard Class,MY-17380,Corporate,United States,Parker,Colorado,80134,West,OFF-PA-10000357,Office Supplies,Paper,32.792,1,0.2,-6.5584,11.8871,-14.3465,0
CA-2015-157812,2015-03-22,2015-03-26,4,Standard Class,DB-13210,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10000171,Technology,Accessories,18.392,1,0.2,-3.6784,5.2877,-9.4259,0
CA-2015-157812,2015-03-22,2015-03-26,4,Standard Class,DB-13210,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000736,Office Supplies,Storage,129.568,2,0.2,-25.9136,-25.9136,-129.568,0
CA-2015-157812,2015-03-22,2015-03-26,4,Standard Class,DB-13210,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000285,Office Supplies,Binders,14.112,9,0.8,-11.2896,-21.168,-23.9904,0
CA-2016-136924,2016-07-14,2016-07-17,3,First Class,ES-14080,Corporate,United States,Tucson,Arizona,85705,West,TEC-PH-10002262,Technology,Phones,380.864,8,0.2,-76.1728,38.0864,-266.6048,0
CA-2017-137099,2017-12-07,2017-12-10,3,First Class,FP-14320,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002496,Technology,Phones,374.376,3,0.2,-74.8752,46.797,-252.7038,0
US-2016-156986,2016-03-20,2016-03-24,4,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,84.784,2,0.2,-16.9568,-20.1362,-87.9634,0
US-2016-156986,2016-03-20,2016-03-24,4,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,20.736,4,0.2,-4.1472,7.2576,-9.3312,0
US-2016-156986,2016-03-20,2016-03-24,4,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10002498,Office Supplies,Binders,16.821,3,0.7,-11.7747,-12.8961,-17.9424,0
US-2016-156986,2016-03-20,2016-03-24,4,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10004101,Office Supplies,Paper,10.368,2,0.2,-2.0736,3.6288,-4.6656,0
US-2016-135720,2016-12-11,2016-12-13,2,Second Class,FM-14380,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,243.384,3,0.2,-48.6768,-51.7191,-246.4263,0
US-2016-135720,2016-12-11,2016-12-13,2,Second Class,FM-14380,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,119.8,5,0.2,-23.96,29.95,-65.89,0
US-2016-135720,2016-12-11,2016-12-13,2,Second Class,FM-14380,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,300.768,4,0.2,-60.1536,30.0768,-210.5376,0
CA-2016-115917,2016-05-20,2016-05-25,5,Standard Class,RB-19465,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,1049.2,5,0.0,0.0,272.792,-776.408,0
CA-2016-115917,2016-05-20,2016-05-25,5,Standard Class,RB-19465,Home Office,United States,Vallejo,California,94591,West,OFF-BI-10004728,Office Supplies,Binders,15.424,4,0.2,-3.0848,5.0128,-7.3264,0
CA-2014-153150,2014-07-01,2014-07-06,5,Second Class,Dl-13600,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,19.92,5,0.2,-3.984,6.972,-8.964,0
CA-2015-144267,2015-08-21,2015-08-23,2,First Class,NZ-18565,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002335,Furniture,Chairs,544.008,3,0.2,-108.8016,40.8006,-394.4058,0
CA-2015-144267,2015-08-21,2015-08-23,2,First Class,NZ-18565,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10000157,Office Supplies,Paper,59.94,3,0.0,0.0,28.1718,-31.7682,0
CA-2015-144267,2015-08-21,2015-08-23,2,First Class,NZ-18565,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10001947,Office Supplies,Paper,23.92,4,0.0,0.0,11.7208,-12.1992,0
CA-2015-144267,2015-08-21,2015-08-23,2,First Class,NZ-18565,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10003657,Office Supplies,Paper,4.28,1,0.0,0.0,1.926,-2.354,0
CA-2015-101910,2015-11-27,2015-12-03,6,Standard Class,CD-11920,Consumer,United States,Lake Elsinore,California,92530,West,FUR-CH-10002647,Furniture,Chairs,283.92,5,0.2,-56.784,17.745,-209.391,0
CA-2016-116736,2016-01-17,2016-01-21,4,Standard Class,CC-12430,Home Office,United States,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,322.59,3,0.0,0.0,64.518,-258.072,0
CA-2016-116736,2016-01-17,2016-01-21,4,Standard Class,CC-12430,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,29.99,1,0.0,0.0,13.1956,-16.7944,0
CA-2016-116736,2016-01-17,2016-01-21,4,Standard Class,CC-12430,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10002049,Technology,Accessories,371.97,3,0.0,0.0,66.9546,-305.0154,0
CA-2015-143602,2015-04-25,2015-04-28,3,Second Class,JS-15595,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,13.944,3,0.2,-2.7888,4.5318,-6.6234,0
CA-2016-130477,2016-04-08,2016-04-12,4,Standard Class,LC-17140,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,20.04,3,0.0,0.0,9.6192,-10.4208,0
CA-2016-130477,2016-04-08,2016-04-12,4,Standard Class,LC-17140,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,64.96,2,0.0,0.0,2.5984,-62.3616,0
CA-2016-130477,2016-04-08,2016-04-12,4,Standard Class,LC-17140,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,12.96,2,0.0,0.0,6.2208,-6.7392,0
CA-2017-102519,2017-11-27,2017-11-29,2,First Class,BM-11650,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091,Furniture,Furnishings,46.94,1,0.0,0.0,19.2454,-27.6946,0
CA-2017-102519,2017-11-27,2017-11-29,2,First Class,BM-11650,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10001772,Technology,Accessories,143.73,9,0.0,0.0,56.0547,-87.6753,0
CA-2017-136539,2017-12-28,2018-01-01,4,Standard Class,GH-14665,Consumer,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,-5.4336,2.7168,-19.0176,0
CA-2017-136539,2017-12-28,2018-01-01,4,Standard Class,GH-14665,Consumer,United States,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,78.8528,2,0.32,-25.232896,-11.596,-65.215904,0
US-2017-103247,2017-10-05,2017-10-08,3,Second Class,PO-19195,Home Office,United States,New York City,New York,10011,East,TEC-PH-10003555,Technology,Phones,160.93,7,0.0,0.0,3.2186,-157.7114,0
US-2017-103247,2017-10-05,2017-10-08,3,Second Class,PO-19195,Home Office,United States,New York City,New York,10011,East,OFF-BI-10004492,Office Supplies,Binders,75.792,3,0.2,-15.1584,25.5798,-35.0538,0
CA-2016-105585,2016-08-26,2016-08-27,1,First Class,RF-19735,Consumer,United States,San Jose,California,95123,West,OFF-FA-10002983,Office Supplies,Fasteners,10.23,3,0.0,0.0,4.9104,-5.3196,0
CA-2016-105585,2016-08-26,2016-08-27,1,First Class,RF-19735,Consumer,United States,San Jose,California,95123,West,OFF-PA-10003625,Office Supplies,Paper,154.9,5,0.0,0.0,69.705,-85.195,0
US-2015-126214,2015-12-21,2015-12-24,3,Second Class,JS-15880,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,Tables,1618.37,13,0.0,0.0,356.0414,-1262.3286,0
US-2015-126214,2015-12-21,2015-12-24,3,Second Class,JS-15880,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003198,Technology,Accessories,99.6,1,0.0,0.0,36.852,-62.748,0
CA-2016-126529,2016-01-11,2016-01-13,2,Second Class,DE-13255,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001166,Office Supplies,Paper,15.552,3,0.2,-3.1104,5.4432,-6.9984,0
CA-2016-126529,2016-01-11,2016-01-13,2,Second Class,DE-13255,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10003656,Office Supplies,Paper,63.312,3,0.2,-12.6624,20.5764,-30.0732,0
CA-2016-126529,2016-01-11,2016-01-13,2,Second Class,DE-13255,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,Phones,15.588,2,0.4,-6.2352,-9.8724,-19.2252,0
CA-2016-152814,2016-04-28,2016-05-02,4,Standard Class,EH-14005,Home Office,United States,Denver,Colorado,80219,West,OFF-PA-10001970,Office Supplies,Paper,29.472,3,0.2,-5.8944,9.9468,-13.6308,0
CA-2015-143490,2015-12-06,2015-12-13,7,Standard Class,NP-18325,Consumer,United States,San Diego,California,92105,West,OFF-AR-10002952,Office Supplies,Art,120.15,9,0.0,0.0,33.642,-86.508,0
CA-2015-143490,2015-12-06,2015-12-13,7,Standard Class,NP-18325,Consumer,United States,San Diego,California,92105,West,TEC-PH-10000576,Technology,Phones,219.184,2,0.2,-43.8368,19.1786,-156.1686,0
CA-2014-159338,2014-06-25,2014-06-28,3,First Class,NS-18640,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,447.84,5,0.2,-89.568,11.196,-347.076,0
CA-2016-112340,2016-10-21,2016-10-27,6,Standard Class,NM-18520,Consumer,United States,Riverside,California,92503,West,OFF-PA-10001892,Office Supplies,Paper,22.92,3,0.0,0.0,11.2308,-11.6892,0
CA-2017-140585,2017-12-18,2017-12-23,5,Second Class,RA-19915,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003364,Office Supplies,Binders,46.672,2,0.2,-9.3344,16.3352,-21.0024,0
CA-2017-140585,2017-12-18,2017-12-23,5,Second Class,RA-19915,Consumer,United States,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,Bookcases,119.833,1,0.15,-17.97495,-12.6882,-114.54625,0
CA-2017-140585,2017-12-18,2017-12-23,5,Second Class,RA-19915,Consumer,United States,Encinitas,California,92024,West,TEC-AC-10003610,Technology,Accessories,119.98,2,0.0,0.0,57.5904,-62.3896,0
CA-2014-126522,2014-09-01,2014-09-05,4,Second Class,LT-16765,Consumer,United States,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,53.94,3,0.0,0.0,15.6426,-38.2974,0
CA-2014-127131,2014-11-24,2014-11-30,6,Standard Class,HR-14830,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10004656,Office Supplies,Binders,12.096,7,0.2,-2.4192,4.2336,-5.4432,0
CA-2014-127131,2014-11-24,2014-11-30,6,Standard Class,HR-14830,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,485.88,6,0.0,0.0,9.7176,-476.1624,0
CA-2014-127131,2014-11-24,2014-11-30,6,Standard Class,HR-14830,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001800,Office Supplies,Paper,25.92,4,0.0,0.0,12.4416,-13.4784,0
CA-2014-127131,2014-11-24,2014-11-30,6,Standard Class,HR-14830,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000036,Office Supplies,Storage,197.58,2,0.0,0.0,53.3466,-144.2334,0
CA-2017-117212,2017-02-26,2017-02-28,2,Second Class,BT-11530,Home Office,United States,Los Angeles,California,90036,West,OFF-AP-10004532,Office Supplies,Appliances,81.92,4,0.0,0.0,22.1184,-59.8016,0
CA-2017-117212,2017-02-26,2017-02-28,2,Second Class,BT-11530,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10004447,Technology,Phones,889.536,8,0.2,-177.9072,66.7152,-644.9136,0
CA-2017-117212,2017-02-26,2017-02-28,2,Second Class,BT-11530,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10003973,Furniture,Chairs,892.224,3,0.2,-178.4448,89.2224,-624.5568,0
CA-2017-117212,2017-02-26,2017-02-28,2,Second Class,BT-11530,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10001970,Office Supplies,Paper,223.92,4,0.0,0.0,109.7208,-114.1992,0
CA-2017-117212,2017-02-26,2017-02-28,2,Second Class,BT-11530,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10000682,Office Supplies,Paper,23.12,4,0.0,0.0,11.3288,-11.7912,0
CA-2016-114727,2016-07-18,2016-07-24,6,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002335,Furniture,Chairs,544.008,3,0.2,-108.8016,40.8006,-394.4058,0
CA-2016-114727,2016-07-18,2016-07-24,6,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,80219,West,OFF-BI-10004967,Office Supplies,Binders,1.872,3,0.7,-1.3104,-1.4352,-1.9968,0
CA-2016-114727,2016-07-18,2016-07-24,6,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002331,Furniture,Chairs,854.352,3,0.2,-170.8704,10.6794,-672.8022,0
CA-2016-114727,2016-07-18,2016-07-24,6,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10002292,Office Supplies,Storage,593.568,2,0.2,-118.7136,0.0,-474.8544,0
CA-2016-114727,2016-07-18,2016-07-24,6,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10000689,Office Supplies,Storage,338.04,3,0.2,-67.608,-33.804,-304.236,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004860,Furniture,Chairs,141.372,2,0.3,-42.4116,-48.4704,-147.4308,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002432,Office Supplies,Binders,3.036,2,0.7,-2.1252,-2.3276,-3.2384,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000069,Office Supplies,Binders,4.503,1,0.7,-3.1521,-3.6024,-4.9533,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003602,Office Supplies,Art,4.672,1,0.2,-0.9344,1.5768,-2.1608,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10004469,Technology,Accessories,95.88,3,0.2,-19.176,28.764,-47.94,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001867,Furniture,Furnishings,17.024,2,0.2,-3.4048,1.7024,-11.9168,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003174,Technology,Accessories,258.696,3,0.2,-51.7392,64.674,-142.2828,0
US-2017-118087,2017-09-09,2017-09-13,4,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,1931.958,7,0.4,-772.7832,-386.3916,-1545.5664,0
CA-2014-127012,2014-08-11,2014-08-15,4,Standard Class,GM-14680,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003691,Furniture,Furnishings,12.35,1,0.0,0.0,5.434,-6.916,0
